epoch,mode,loss,accuracy
1,Train,2.302597e+00,9.994000e-02
1,Test,2.302406e+00,1.006000e-01
2,Train,2.277122e+00,1.323400e-01
2,Test,2.230007e+00,1.651000e-01
3,Train,2.205763e+00,1.605000e-01
3,Test,2.157646e+00,1.903000e-01
4,Train,2.080219e+00,1.917200e-01
4,Test,2.003759e+00,2.310000e-01
5,Train,2.006631e+00,2.186600e-01
5,Test,1.958432e+00,2.474000e-01
6,Train,1.975445e+00,2.410200e-01
6,Test,1.931576e+00,2.680000e-01
7,Train,1.952104e+00,2.576600e-01
7,Test,1.908087e+00,2.848000e-01
8,Train,1.928936e+00,2.691800e-01
8,Test,1.879227e+00,3.002000e-01
9,Train,1.908883e+00,2.792200e-01
9,Test,1.861934e+00,3.062000e-01
10,Train,1.882928e+00,2.928000e-01
10,Test,1.827983e+00,3.292000e-01
11,Train,1.861673e+00,3.036400e-01
11,Test,1.804585e+00,3.291000e-01
12,Train,1.830928e+00,3.159600e-01
12,Test,1.788466e+00,3.409000e-01
13,Train,1.804439e+00,3.259400e-01
13,Test,1.739064e+00,3.528000e-01
14,Train,1.777697e+00,3.325800e-01
14,Test,1.716320e+00,3.539000e-01
15,Train,1.754597e+00,3.390200e-01
15,Test,1.695712e+00,3.648000e-01
16,Train,1.723294e+00,3.512400e-01
16,Test,1.663942e+00,3.688000e-01
17,Train,1.703210e+00,3.567200e-01
17,Test,1.644938e+00,3.806000e-01
18,Train,1.690671e+00,3.641600e-01
18,Test,1.631090e+00,3.858000e-01
19,Train,1.670583e+00,3.705200e-01
19,Test,1.619227e+00,3.863000e-01
20,Train,1.660488e+00,3.768400e-01
20,Test,1.607331e+00,3.918000e-01
21,Train,1.651865e+00,3.816800e-01
21,Test,1.598041e+00,4.013000e-01
22,Train,1.635286e+00,3.878800e-01
22,Test,1.590000e+00,4.068000e-01
23,Train,1.625804e+00,3.909800e-01
23,Test,1.580216e+00,4.082000e-01
24,Train,1.616987e+00,3.968800e-01
24,Test,1.567320e+00,4.130000e-01
25,Train,1.608947e+00,4.007600e-01
25,Test,1.552133e+00,4.191000e-01
26,Train,1.599620e+00,4.020400e-01
26,Test,1.545516e+00,4.271000e-01
27,Train,1.589560e+00,4.085600e-01
27,Test,1.543684e+00,4.283000e-01
28,Train,1.579593e+00,4.144400e-01
28,Test,1.531636e+00,4.262000e-01
29,Train,1.571244e+00,4.210600e-01
29,Test,1.526862e+00,4.374000e-01
30,Train,1.569319e+00,4.208200e-01
30,Test,1.516915e+00,4.380000e-01
31,Train,1.563444e+00,4.222200e-01
31,Test,1.513629e+00,4.449000e-01
32,Train,1.546572e+00,4.327000e-01
32,Test,1.502850e+00,4.425000e-01
33,Train,1.543415e+00,4.282000e-01
33,Test,1.495939e+00,4.509000e-01
34,Train,1.539581e+00,4.332800e-01
34,Test,1.497896e+00,4.455000e-01
35,Train,1.536117e+00,4.350000e-01
35,Test,1.483397e+00,4.550000e-01
36,Train,1.526281e+00,4.423800e-01
36,Test,1.470103e+00,4.596000e-01
37,Train,1.521173e+00,4.421400e-01
37,Test,1.478050e+00,4.609000e-01
38,Train,1.518879e+00,4.448000e-01
38,Test,1.468204e+00,4.605000e-01
39,Train,1.513464e+00,4.468400e-01
39,Test,1.456617e+00,4.662000e-01
40,Train,1.503917e+00,4.520200e-01
40,Test,1.454082e+00,4.670000e-01
41,Train,1.498842e+00,4.533800e-01
41,Test,1.464331e+00,4.595000e-01
42,Train,1.495065e+00,4.553800e-01
42,Test,1.443171e+00,4.711000e-01
43,Train,1.482711e+00,4.614800e-01
43,Test,1.429763e+00,4.765000e-01
44,Train,1.484886e+00,4.586800e-01
44,Test,1.433580e+00,4.766000e-01
45,Train,1.471105e+00,4.658000e-01
45,Test,1.434095e+00,4.756000e-01
46,Train,1.474416e+00,4.648400e-01
46,Test,1.445502e+00,4.665000e-01
47,Train,1.471124e+00,4.642200e-01
47,Test,1.415233e+00,4.804000e-01
48,Train,1.455401e+00,4.722600e-01
48,Test,1.414652e+00,4.844000e-01
49,Train,1.453995e+00,4.709200e-01
49,Test,1.414674e+00,4.785000e-01
50,Train,1.446638e+00,4.761600e-01
50,Test,1.395312e+00,4.869000e-01
51,Train,1.442558e+00,4.767600e-01
51,Test,1.392578e+00,4.882000e-01
52,Train,1.441663e+00,4.773000e-01
52,Test,1.422153e+00,4.753000e-01
53,Train,1.431006e+00,4.812000e-01
53,Test,1.378207e+00,4.935000e-01
54,Train,1.426033e+00,4.834200e-01
54,Test,1.386162e+00,4.935000e-01
55,Train,1.422752e+00,4.864000e-01
55,Test,1.385567e+00,4.917000e-01
56,Train,1.420627e+00,4.867200e-01
56,Test,1.380811e+00,4.944000e-01
57,Train,1.411433e+00,4.895200e-01
57,Test,1.368683e+00,4.979000e-01
58,Train,1.407717e+00,4.906600e-01
58,Test,1.360199e+00,5.013000e-01
59,Train,1.403061e+00,4.955000e-01
59,Test,1.355525e+00,5.002000e-01
60,Train,1.396840e+00,4.945000e-01
60,Test,1.355857e+00,5.017000e-01
61,Train,1.386301e+00,4.982800e-01
61,Test,1.342411e+00,5.062000e-01
62,Train,1.382055e+00,4.999600e-01
62,Test,1.340997e+00,5.052000e-01
63,Train,1.376813e+00,5.033000e-01
63,Test,1.337518e+00,5.081000e-01
