epoch,mode,loss,accuracy
1,Train,2.287287e+00,1.474800e-01
1,Test,2.239669e+00,1.772000e-01
2,Train,2.216578e+00,1.893800e-01
2,Test,2.154068e+00,2.173000e-01
3,Train,2.109738e+00,2.355400e-01
3,Test,2.015440e+00,2.857000e-01
4,Train,2.003618e+00,2.819200e-01
4,Test,1.932544e+00,3.152000e-01
5,Train,1.910962e+00,3.059400e-01
5,Test,1.823173e+00,3.454000e-01
6,Train,1.834165e+00,3.267000e-01
6,Test,1.754022e+00,3.619000e-01
7,Train,1.779030e+00,3.440400e-01
7,Test,1.705880e+00,3.830000e-01
8,Train,1.747313e+00,3.574000e-01
8,Test,1.670578e+00,3.956000e-01
9,Train,1.717427e+00,3.676000e-01
9,Test,1.643527e+00,4.028000e-01
10,Train,1.695903e+00,3.785400e-01
10,Test,1.630649e+00,4.035000e-01
11,Train,1.681810e+00,3.853400e-01
11,Test,1.621790e+00,4.084000e-01
12,Train,1.667701e+00,3.865600e-01
12,Test,1.598064e+00,4.164000e-01
13,Train,1.650519e+00,3.946800e-01
13,Test,1.581340e+00,4.213000e-01
14,Train,1.636840e+00,3.997200e-01
14,Test,1.580810e+00,4.228000e-01
15,Train,1.631484e+00,4.036400e-01
15,Test,1.565705e+00,4.289000e-01
16,Train,1.619229e+00,4.076400e-01
16,Test,1.550789e+00,4.319000e-01
17,Train,1.613535e+00,4.149200e-01
17,Test,1.546682e+00,4.319000e-01
18,Train,1.600741e+00,4.171200e-01
18,Test,1.564634e+00,4.326000e-01
19,Train,1.591274e+00,4.207800e-01
19,Test,1.531952e+00,4.386000e-01
20,Train,1.585258e+00,4.211400e-01
20,Test,1.517424e+00,4.457000e-01
21,Train,1.581349e+00,4.231200e-01
21,Test,1.515291e+00,4.490000e-01
22,Train,1.568803e+00,4.296400e-01
22,Test,1.498185e+00,4.533000e-01
23,Train,1.562765e+00,4.307400e-01
23,Test,1.496959e+00,4.507000e-01
24,Train,1.555516e+00,4.324600e-01
24,Test,1.485431e+00,4.562000e-01
25,Train,1.547054e+00,4.378800e-01
25,Test,1.477943e+00,4.570000e-01
26,Train,1.543858e+00,4.385000e-01
26,Test,1.469600e+00,4.590000e-01
27,Train,1.536127e+00,4.413400e-01
27,Test,1.465082e+00,4.664000e-01
28,Train,1.524432e+00,4.445200e-01
28,Test,1.455699e+00,4.641000e-01
29,Train,1.518007e+00,4.475600e-01
29,Test,1.456632e+00,4.624000e-01
30,Train,1.513563e+00,4.486200e-01
30,Test,1.445585e+00,4.656000e-01
31,Train,1.501428e+00,4.573400e-01
31,Test,1.454269e+00,4.629000e-01
32,Train,1.502101e+00,4.541400e-01
32,Test,1.429936e+00,4.761000e-01
33,Train,1.489541e+00,4.611800e-01
33,Test,1.431359e+00,4.809000e-01
34,Train,1.479907e+00,4.601400e-01
34,Test,1.421970e+00,4.703000e-01
35,Train,1.478272e+00,4.645200e-01
35,Test,1.409103e+00,4.800000e-01
36,Train,1.472056e+00,4.638600e-01
36,Test,1.402501e+00,4.826000e-01
37,Train,1.459749e+00,4.689400e-01
37,Test,1.395879e+00,4.868000e-01
38,Train,1.460321e+00,4.718400e-01
38,Test,1.390999e+00,4.903000e-01
39,Train,1.454707e+00,4.736800e-01
39,Test,1.387749e+00,4.877000e-01
40,Train,1.451408e+00,4.757800e-01
40,Test,1.382653e+00,4.950000e-01
41,Train,1.444916e+00,4.758400e-01
41,Test,1.403060e+00,4.906000e-01
42,Train,1.442248e+00,4.793800e-01
42,Test,1.372380e+00,4.973000e-01
43,Train,1.435335e+00,4.787800e-01
43,Test,1.393826e+00,4.943000e-01
44,Train,1.428496e+00,4.854000e-01
44,Test,1.374108e+00,4.951000e-01
45,Train,1.430947e+00,4.851400e-01
45,Test,1.367076e+00,4.936000e-01
46,Train,1.425420e+00,4.865000e-01
46,Test,1.364380e+00,5.019000e-01
47,Train,1.413601e+00,4.894800e-01
47,Test,1.347121e+00,5.037000e-01
48,Train,1.406960e+00,4.912200e-01
48,Test,1.344497e+00,5.077000e-01
49,Train,1.400734e+00,4.968200e-01
49,Test,1.343627e+00,5.096000e-01
50,Train,1.402779e+00,4.935600e-01
50,Test,1.337805e+00,5.082000e-01
51,Train,1.394896e+00,5.016600e-01
51,Test,1.335267e+00,5.129000e-01
52,Train,1.388130e+00,5.003600e-01
52,Test,1.323794e+00,5.132000e-01
53,Train,1.386934e+00,5.005600e-01
53,Test,1.325234e+00,5.145000e-01
54,Train,1.378516e+00,5.024600e-01
54,Test,1.312562e+00,5.140000e-01
55,Train,1.377110e+00,5.046400e-01
55,Test,1.314389e+00,5.182000e-01
56,Train,1.372030e+00,5.077000e-01
56,Test,1.302321e+00,5.217000e-01
57,Train,1.367106e+00,5.094000e-01
57,Test,1.309534e+00,5.158000e-01
58,Train,1.365443e+00,5.124400e-01
58,Test,1.333847e+00,5.139000e-01
59,Train,1.359602e+00,5.115400e-01
59,Test,1.293062e+00,5.242000e-01
60,Train,1.364871e+00,5.099600e-01
60,Test,1.304356e+00,5.215000e-01
61,Train,1.355804e+00,5.142200e-01
61,Test,1.292593e+00,5.273000e-01
62,Train,1.347622e+00,5.144400e-01
62,Test,1.310105e+00,5.229000e-01
63,Train,1.344162e+00,5.167400e-01
63,Test,1.279659e+00,5.321000e-01
64,Train,1.337256e+00,5.197400e-01
64,Test,1.277937e+00,5.327000e-01
65,Train,1.338801e+00,5.198400e-01
65,Test,1.281899e+00,5.331000e-01
66,Train,1.334380e+00,5.217600e-01
66,Test,1.265349e+00,5.373000e-01
67,Train,1.330208e+00,5.225400e-01
67,Test,1.272849e+00,5.357000e-01
68,Train,1.332362e+00,5.221200e-01
68,Test,1.266347e+00,5.352000e-01
69,Train,1.325146e+00,5.225600e-01
69,Test,1.258995e+00,5.391000e-01
70,Train,1.315160e+00,5.280800e-01
70,Test,1.267630e+00,5.399000e-01
71,Train,1.318844e+00,5.275600e-01
71,Test,1.258134e+00,5.407000e-01
72,Train,1.318389e+00,5.267000e-01
72,Test,1.251400e+00,5.393000e-01
73,Train,1.307136e+00,5.310200e-01
73,Test,1.248826e+00,5.408000e-01
74,Train,1.299605e+00,5.330200e-01
74,Test,1.245851e+00,5.432000e-01
75,Train,1.305778e+00,5.319000e-01
75,Test,1.249056e+00,5.418000e-01
76,Train,1.299449e+00,5.318400e-01
76,Test,1.236413e+00,5.459000e-01
77,Train,1.295562e+00,5.360400e-01
77,Test,1.251089e+00,5.424000e-01
78,Train,1.289715e+00,5.366200e-01
78,Test,1.231640e+00,5.471000e-01
79,Train,1.289676e+00,5.387000e-01
79,Test,1.230228e+00,5.502000e-01
80,Train,1.285835e+00,5.398600e-01
80,Test,1.222762e+00,5.526000e-01
81,Train,1.285352e+00,5.397400e-01
81,Test,1.236162e+00,5.496000e-01
82,Train,1.274459e+00,5.452000e-01
82,Test,1.217480e+00,5.552000e-01
83,Train,1.282832e+00,5.413600e-01
83,Test,1.219034e+00,5.501000e-01
84,Train,1.274097e+00,5.452000e-01
84,Test,1.225355e+00,5.546000e-01
85,Train,1.267689e+00,5.437400e-01
85,Test,1.220329e+00,5.547000e-01
86,Train,1.261560e+00,5.484400e-01
86,Test,1.212436e+00,5.590000e-01
87,Train,1.264463e+00,5.497000e-01
87,Test,1.207568e+00,5.616000e-01
88,Train,1.264029e+00,5.479200e-01
88,Test,1.204408e+00,5.646000e-01
89,Train,1.257561e+00,5.528400e-01
89,Test,1.201305e+00,5.667000e-01
90,Train,1.260191e+00,5.522800e-01
90,Test,1.196744e+00,5.651000e-01
91,Train,1.251926e+00,5.522400e-01
91,Test,1.199023e+00,5.584000e-01
92,Train,1.242038e+00,5.544600e-01
92,Test,1.196052e+00,5.659000e-01
93,Train,1.247073e+00,5.572800e-01
93,Test,1.188998e+00,5.678000e-01
94,Train,1.239449e+00,5.552600e-01
94,Test,1.181813e+00,5.728000e-01
95,Train,1.242033e+00,5.584000e-01
95,Test,1.193969e+00,5.633000e-01
96,Train,1.232297e+00,5.593600e-01
96,Test,1.195290e+00,5.651000e-01
97,Train,1.234385e+00,5.598000e-01
97,Test,1.183871e+00,5.725000e-01
98,Train,1.222154e+00,5.660400e-01
98,Test,1.191480e+00,5.700000e-01
99,Train,1.232888e+00,5.632600e-01
99,Test,1.171227e+00,5.693000e-01
100,Train,1.225117e+00,5.630800e-01
100,Test,1.189388e+00,5.646000e-01
101,Train,1.228849e+00,5.625600e-01
101,Test,1.164272e+00,5.778000e-01
102,Train,1.217014e+00,5.673200e-01
102,Test,1.177960e+00,5.737000e-01
103,Train,1.218867e+00,5.661200e-01
103,Test,1.166490e+00,5.750000e-01
104,Train,1.217833e+00,5.663400e-01
104,Test,1.162799e+00,5.762000e-01
105,Train,1.203782e+00,5.709200e-01
105,Test,1.161727e+00,5.809000e-01
106,Train,1.205887e+00,5.715200e-01
106,Test,1.151421e+00,5.783000e-01
107,Train,1.205459e+00,5.724600e-01
107,Test,1.152808e+00,5.820000e-01
108,Train,1.201387e+00,5.717200e-01
108,Test,1.147945e+00,5.843000e-01
109,Train,1.201761e+00,5.736800e-01
109,Test,1.146995e+00,5.834000e-01
110,Train,1.192198e+00,5.769600e-01
110,Test,1.139953e+00,5.840000e-01
111,Train,1.193740e+00,5.761800e-01
111,Test,1.146384e+00,5.826000e-01
112,Train,1.195027e+00,5.758600e-01
112,Test,1.140088e+00,5.865000e-01
113,Train,1.198401e+00,5.731400e-01
113,Test,1.145365e+00,5.846000e-01
114,Train,1.187238e+00,5.786600e-01
