epoch,mode,loss,accuracy
1,Train,2.249390e+00,1.433200e-01
1,Test,2.095889e+00,2.515000e-01
2,Train,2.062349e+00,2.497600e-01
2,Test,1.941363e+00,3.071000e-01
3,Train,1.965803e+00,2.873600e-01
3,Test,1.847726e+00,3.413000e-01
4,Train,1.890793e+00,3.180000e-01
4,Test,1.795160e+00,3.653000e-01
5,Train,1.828475e+00,3.386000e-01
5,Test,1.718759e+00,3.847000e-01
6,Train,1.796874e+00,3.492000e-01
6,Test,1.711478e+00,3.880000e-01
7,Train,1.759337e+00,3.614800e-01
7,Test,1.649244e+00,4.079000e-01
8,Train,1.740909e+00,3.703000e-01
8,Test,1.659697e+00,4.001000e-01
9,Train,1.706484e+00,3.828200e-01
9,Test,1.605716e+00,4.235000e-01
10,Train,1.665914e+00,3.964800e-01
10,Test,1.542357e+00,4.426000e-01
11,Train,1.627141e+00,4.092200e-01
11,Test,1.494703e+00,4.565000e-01
12,Train,1.596567e+00,4.201600e-01
12,Test,1.463322e+00,4.678000e-01
13,Train,1.568619e+00,4.296000e-01
13,Test,1.456170e+00,4.722000e-01
14,Train,1.543125e+00,4.411200e-01
14,Test,1.426167e+00,4.842000e-01
15,Train,1.526382e+00,4.475600e-01
15,Test,1.405609e+00,4.908000e-01
16,Train,1.506617e+00,4.578200e-01
16,Test,1.380236e+00,4.999000e-01
17,Train,1.502202e+00,4.554000e-01
17,Test,1.372060e+00,5.043000e-01
18,Train,1.475202e+00,4.647400e-01
18,Test,1.348569e+00,5.116000e-01
19,Train,1.462742e+00,4.717800e-01
19,Test,1.365053e+00,5.072000e-01
20,Train,1.452174e+00,4.730600e-01
20,Test,1.348932e+00,5.148000e-01
21,Train,1.434829e+00,4.778600e-01
21,Test,1.307261e+00,5.282000e-01
22,Train,1.415682e+00,4.870000e-01
22,Test,1.339251e+00,5.170000e-01
23,Train,1.407660e+00,4.908800e-01
23,Test,1.294011e+00,5.324000e-01
24,Train,1.389817e+00,4.987000e-01
24,Test,1.275280e+00,5.391000e-01
25,Train,1.373177e+00,5.042000e-01
25,Test,1.270545e+00,5.390000e-01
26,Train,1.367527e+00,5.049400e-01
26,Test,1.247489e+00,5.475000e-01
27,Train,1.355296e+00,5.129800e-01
27,Test,1.244484e+00,5.491000e-01
28,Train,1.347166e+00,5.142200e-01
28,Test,1.241324e+00,5.531000e-01
29,Train,1.341200e+00,5.175200e-01
29,Test,1.245024e+00,5.485000e-01
30,Train,1.344874e+00,5.182000e-01
30,Test,1.248974e+00,5.525000e-01
31,Train,1.323448e+00,5.227800e-01
31,Test,1.205102e+00,5.626000e-01
32,Train,1.304217e+00,5.308600e-01
32,Test,1.209070e+00,5.649000e-01
33,Train,1.299624e+00,5.310800e-01
33,Test,1.193319e+00,5.681000e-01
34,Train,1.296129e+00,5.338000e-01
34,Test,1.188644e+00,5.665000e-01
35,Train,1.273574e+00,5.414200e-01
35,Test,1.175116e+00,5.779000e-01
36,Train,1.268371e+00,5.449800e-01
36,Test,1.170988e+00,5.775000e-01
37,Train,1.263869e+00,5.483400e-01
37,Test,1.184264e+00,5.722000e-01
38,Train,1.255633e+00,5.523000e-01
38,Test,1.191241e+00,5.761000e-01
39,Train,1.251162e+00,5.514400e-01
39,Test,1.161483e+00,5.822000e-01
40,Train,1.245244e+00,5.548400e-01
40,Test,1.144180e+00,5.863000e-01
41,Train,1.245405e+00,5.538200e-01
41,Test,1.145637e+00,5.882000e-01
42,Train,1.222377e+00,5.633000e-01
42,Test,1.145561e+00,5.909000e-01
43,Train,1.219710e+00,5.622400e-01
43,Test,1.132436e+00,5.946000e-01
44,Train,1.213154e+00,5.629000e-01
44,Test,1.128389e+00,5.944000e-01
45,Train,1.220403e+00,5.637200e-01
45,Test,1.148249e+00,5.916000e-01
46,Train,1.201766e+00,5.688600e-01
46,Test,1.116093e+00,6.025000e-01
47,Train,1.196147e+00,5.709800e-01
47,Test,1.112335e+00,6.014000e-01
48,Train,1.192969e+00,5.738400e-01
48,Test,1.101834e+00,6.112000e-01
49,Train,1.176843e+00,5.800200e-01
49,Test,1.102181e+00,6.076000e-01
50,Train,1.173344e+00,5.801400e-01
50,Test,1.103876e+00,6.095000e-01
51,Train,1.169430e+00,5.820800e-01
51,Test,1.094676e+00,6.092000e-01
52,Train,1.159909e+00,5.885200e-01
52,Test,1.105468e+00,6.070000e-01
53,Train,1.156268e+00,5.868400e-01
53,Test,1.095058e+00,6.081000e-01
54,Train,1.150118e+00,5.892000e-01
54,Test,1.090001e+00,6.121000e-01
55,Train,1.147102e+00,5.885800e-01
55,Test,1.089387e+00,6.138000e-01
56,Train,1.148255e+00,5.887600e-01
56,Test,1.079099e+00,6.124000e-01
57,Train,1.136218e+00,5.916200e-01
57,Test,1.071006e+00,6.179000e-01
58,Train,1.127594e+00,5.974600e-01
58,Test,1.069849e+00,6.170000e-01
59,Train,1.130815e+00,5.956200e-01
59,Test,1.077437e+00,6.173000e-01
60,Train,1.114633e+00,6.015400e-01
60,Test,1.061713e+00,6.201000e-01
61,Train,1.112676e+00,6.018400e-01
61,Test,1.061260e+00,6.247000e-01
62,Train,1.111378e+00,6.031400e-01
62,Test,1.071106e+00,6.184000e-01
63,Train,1.106116e+00,6.029400e-01
63,Test,1.065000e+00,6.157000e-01
64,Train,1.100492e+00,6.094200e-01
64,Test,1.050215e+00,6.242000e-01
65,Train,1.089759e+00,6.093400e-01
65,Test,1.044423e+00,6.277000e-01
66,Train,1.096662e+00,6.088000e-01
66,Test,1.047490e+00,6.260000e-01
67,Train,1.090009e+00,6.091800e-01
67,Test,1.045117e+00,6.325000e-01
68,Train,1.074761e+00,6.162600e-01
68,Test,1.044765e+00,6.296000e-01
69,Train,1.070874e+00,6.170400e-01
69,Test,1.034914e+00,6.298000e-01
70,Train,1.079452e+00,6.145600e-01
70,Test,1.061312e+00,6.231000e-01
71,Train,1.069976e+00,6.139200e-01
71,Test,1.037439e+00,6.316000e-01
72,Train,1.071172e+00,6.160800e-01
72,Test,1.033493e+00,6.322000e-01
73,Train,1.064709e+00,6.172000e-01
73,Test,1.028669e+00,6.366000e-01
74,Train,1.057439e+00,6.244800e-01
74,Test,1.021541e+00,6.374000e-01
75,Train,1.061019e+00,6.225000e-01
75,Test,1.026420e+00,6.374000e-01
76,Train,1.037920e+00,6.277800e-01
76,Test,1.020912e+00,6.369000e-01
77,Train,1.043817e+00,6.261800e-01
77,Test,1.023654e+00,6.413000e-01
78,Train,1.038650e+00,6.309200e-01
78,Test,1.019603e+00,6.375000e-01
79,Train,1.032494e+00,6.296400e-01
79,Test,1.011224e+00,6.425000e-01
80,Train,1.024972e+00,6.335400e-01
80,Test,1.008783e+00,6.447000e-01
81,Train,1.023982e+00,6.329600e-01
81,Test,1.009993e+00,6.455000e-01
82,Train,1.034722e+00,6.307400e-01
82,Test,1.022697e+00,6.349000e-01
83,Train,1.019059e+00,6.364200e-01
83,Test,1.017166e+00,6.406000e-01
84,Train,1.015373e+00,6.355200e-01
84,Test,1.018461e+00,6.367000e-01
85,Train,1.010559e+00,6.372600e-01
85,Test,1.046731e+00,6.303000e-01
86,Train,1.014931e+00,6.357000e-01
86,Test,1.006236e+00,6.456000e-01
87,Train,9.976806e-01,6.423000e-01
87,Test,1.004282e+00,6.442000e-01
88,Train,9.975306e-01,6.412800e-01
88,Test,9.998981e-01,6.471000e-01
89,Train,9.989702e-01,6.403000e-01
89,Test,1.007956e+00,6.449000e-01
90,Train,9.982303e-01,6.410400e-01
90,Test,1.007537e+00,6.459000e-01
91,Train,9.997494e-01,6.439800e-01
91,Test,1.002619e+00,6.443000e-01
92,Train,9.860348e-01,6.454000e-01
92,Test,1.002860e+00,6.452000e-01
93,Train,9.924174e-01,6.442800e-01
93,Test,1.001302e+00,6.482000e-01
94,Train,9.710682e-01,6.484200e-01
94,Test,1.004982e+00,6.491000e-01
95,Train,9.690479e-01,6.509200e-01
95,Test,9.947856e-01,6.514000e-01
96,Train,9.676207e-01,6.541800e-01
96,Test,1.013342e+00,6.419000e-01
97,Train,9.675708e-01,6.474400e-01
97,Test,9.952847e-01,6.455000e-01
98,Train,9.633161e-01,6.506800e-01
98,Test,9.986248e-01,6.508000e-01
99,Train,9.708941e-01,6.514800e-01
99,Test,9.952610e-01,6.504000e-01
100,Train,9.554621e-01,6.566000e-01
100,Test,9.868593e-01,6.537000e-01
101,Train,9.622192e-01,6.527800e-01
101,Test,9.927205e-01,6.510000e-01
102,Train,9.524040e-01,6.562200e-01
102,Test,1.001860e+00,6.508000e-01
103,Train,9.533680e-01,6.567800e-01
103,Test,9.948949e-01,6.512000e-01
104,Train,9.405139e-01,6.588800e-01
104,Test,9.940910e-01,6.499000e-01
105,Train,9.514167e-01,6.570200e-01
105,Test,9.934354e-01,6.530000e-01
106,Train,9.430805e-01,6.596400e-01
106,Test,9.906960e-01,6.531000e-01
107,Train,9.322965e-01,6.644400e-01
107,Test,9.941030e-01,6.525000e-01
108,Train,9.352191e-01,6.618600e-01
108,Test,1.005652e+00,6.499000e-01
109,Train,9.380645e-01,6.578000e-01
109,Test,9.983365e-01,6.501000e-01
110,Train,9.258284e-01,6.658600e-01
110,Test,9.896529e-01,6.541000e-01
111,Train,9.319330e-01,6.639400e-01
111,Test,1.005105e+00,6.487000e-01
112,Train,9.259625e-01,6.665000e-01
112,Test,9.988444e-01,6.528000e-01
113,Train,9.144553e-01,6.666400e-01
113,Test,9.921479e-01,6.565000e-01
114,Train,9.175721e-01,6.678600e-01
114,Test,9.959841e-01,6.528000e-01
115,Train,9.078570e-01,6.699600e-01
115,Test,9.964164e-01,6.559000e-01
116,Train,9.044912e-01,6.696800e-01
116,Test,9.883810e-01,6.547000e-01
117,Train,9.123143e-01,6.694400e-01
117,Test,9.830451e-01,6.577000e-01
118,Train,9.011280e-01,6.739600e-01
118,Test,9.951451e-01,6.564000e-01
119,Train,9.092739e-01,6.723000e-01
119,Test,1.002588e+00,6.537000e-01
120,Train,8.913828e-01,6.756600e-01
120,Test,9.939009e-01,6.587000e-01
121,Train,8.964162e-01,6.736800e-01
121,Test,1.000438e+00,6.571000e-01
122,Train,8.991435e-01,6.737000e-01
122,Test,9.936857e-01,6.591000e-01
123,Train,8.950590e-01,6.750400e-01
123,Test,1.000970e+00,6.532000e-01
124,Train,8.968934e-01,6.741600e-01
124,Test,1.004854e+00,6.545000e-01
125,Train,8.842644e-01,6.771600e-01
125,Test,9.902122e-01,6.589000e-01
126,Train,8.745295e-01,6.815000e-01
126,Test,9.869807e-01,6.595000e-01
127,Train,8.738798e-01,6.812400e-01
127,Test,9.984966e-01,6.585000e-01
128,Train,8.709431e-01,6.814800e-01
128,Test,9.857921e-01,6.606000e-01
129,Train,8.632988e-01,6.846800e-01
129,Test,9.877582e-01,6.613000e-01
130,Train,8.587851e-01,6.852800e-01
130,Test,9.931878e-01,6.574000e-01
131,Train,8.654872e-01,6.811400e-01
131,Test,9.974132e-01,6.612000e-01
132,Train,8.621203e-01,6.852200e-01
132,Test,1.007111e+00,6.564000e-01
133,Train,8.656506e-01,6.820400e-01
133,Test,1.000815e+00,6.585000e-01
134,Train,8.579985e-01,6.844800e-01
134,Test,9.980087e-01,6.565000e-01
135,Train,8.514765e-01,6.866000e-01
135,Test,9.993799e-01,6.596000e-01
136,Train,8.547216e-01,6.896800e-01
136,Test,9.912282e-01,6.614000e-01
137,Train,8.453075e-01,6.891400e-01
137,Test,1.001118e+00,6.629000e-01
138,Train,8.437752e-01,6.903000e-01
138,Test,1.022013e+00,6.560000e-01
139,Train,8.508918e-01,6.896200e-01
139,Test,1.000035e+00,6.590000e-01
140,Train,8.446959e-01,6.878200e-01
140,Test,1.010288e+00,6.589000e-01
141,Train,8.512553e-01,6.889200e-01
141,Test,1.017753e+00,6.540000e-01
142,Train,8.372854e-01,6.927800e-01
142,Test,1.009513e+00,6.590000e-01
143,Train,8.439498e-01,6.912400e-01
143,Test,1.030021e+00,6.549000e-01
144,Train,8.299216e-01,6.915200e-01
144,Test,1.006064e+00,6.588000e-01
145,Train,8.255307e-01,6.970600e-01
145,Test,1.000250e+00,6.611000e-01
146,Train,8.190517e-01,6.986200e-01
146,Test,1.000728e+00,6.594000e-01
147,Train,8.284910e-01,6.932000e-01
147,Test,1.027780e+00,6.549000e-01
148,Train,8.194582e-01,6.972800e-01
148,Test,1.026368e+00,6.621000e-01
149,Train,8.125505e-01,6.985000e-01
149,Test,1.013393e+00,6.636000e-01
150,Train,8.153626e-01,6.996400e-01
150,Test,1.015815e+00,6.584000e-01
151,Train,8.135813e-01,6.996600e-01
151,Test,1.009018e+00,6.650000e-01
152,Train,8.074133e-01,6.996600e-01
152,Test,1.008698e+00,6.625000e-01
153,Train,8.065927e-01,7.005200e-01
153,Test,1.022911e+00,6.626000e-01
154,Train,8.015363e-01,7.038800e-01
154,Test,1.011628e+00,6.613000e-01
155,Train,7.938628e-01,7.042000e-01
155,Test,1.031294e+00,6.602000e-01
156,Train,8.059989e-01,6.998600e-01
156,Test,1.017198e+00,6.620000e-01
157,Train,7.951375e-01,7.046000e-01
157,Test,1.028032e+00,6.571000e-01
158,Train,7.918200e-01,7.053800e-01
158,Test,1.032185e+00,6.565000e-01
159,Train,7.879546e-01,7.052200e-01
159,Test,1.032167e+00,6.604000e-01
160,Train,7.855211e-01,7.084000e-01
160,Test,1.050782e+00,6.530000e-01
161,Train,7.911601e-01,7.042200e-01
161,Test,1.041965e+00,6.591000e-01
162,Train,7.885869e-01,7.061000e-01
162,Test,1.037605e+00,6.606000e-01
163,Train,7.800158e-01,7.088200e-01
163,Test,1.036925e+00,6.593000e-01
164,Train,7.773298e-01,7.096800e-01
164,Test,1.029919e+00,6.618000e-01
165,Train,7.798070e-01,7.088400e-01
165,Test,1.042077e+00,6.618000e-01
166,Train,7.665332e-01,7.129800e-01
166,Test,1.041913e+00,6.625000e-01
167,Train,7.702396e-01,7.104800e-01
167,Test,1.026140e+00,6.616000e-01
168,Train,7.694804e-01,7.111200e-01
168,Test,1.065792e+00,6.581000e-01
169,Train,7.668032e-01,7.115800e-01
169,Test,1.046573e+00,6.651000e-01
170,Train,7.699241e-01,7.108000e-01
170,Test,1.039421e+00,6.641000e-01
171,Train,7.562904e-01,7.173800e-01
171,Test,1.056658e+00,6.552000e-01
172,Train,7.811635e-01,7.076400e-01
172,Test,1.081234e+00,6.546000e-01
173,Train,7.606138e-01,7.149000e-01
