epoch,mode,loss,accuracy
1,Train,2.298651e+00,1.289800e-01
1,Test,2.271474e+00,1.681000e-01
2,Train,2.145797e+00,2.016000e-01
2,Test,1.984725e+00,2.792000e-01
3,Train,1.982610e+00,2.634000e-01
3,Test,1.874399e+00,3.280000e-01
4,Train,1.889493e+00,3.068000e-01
4,Test,1.792051e+00,3.524000e-01
5,Train,1.830502e+00,3.289400e-01
5,Test,1.750428e+00,3.656000e-01
6,Train,1.790166e+00,3.420400e-01
6,Test,1.710331e+00,3.769000e-01
7,Train,1.753629e+00,3.541200e-01
7,Test,1.678245e+00,3.818000e-01
8,Train,1.721988e+00,3.660000e-01
8,Test,1.659352e+00,3.895000e-01
9,Train,1.699336e+00,3.714600e-01
9,Test,1.638212e+00,3.942000e-01
10,Train,1.676617e+00,3.806800e-01
10,Test,1.621153e+00,3.965000e-01
11,Train,1.659489e+00,3.878400e-01
11,Test,1.589193e+00,4.117000e-01
12,Train,1.639133e+00,3.948000e-01
12,Test,1.571876e+00,4.165000e-01
13,Train,1.630570e+00,3.985000e-01
13,Test,1.578334e+00,4.140000e-01
14,Train,1.620572e+00,4.044000e-01
14,Test,1.560167e+00,4.245000e-01
15,Train,1.603715e+00,4.079800e-01
15,Test,1.549610e+00,4.217000e-01
16,Train,1.594756e+00,4.113000e-01
16,Test,1.524913e+00,4.356000e-01
17,Train,1.582756e+00,4.172400e-01
17,Test,1.524479e+00,4.339000e-01
18,Train,1.575682e+00,4.220600e-01
18,Test,1.514045e+00,4.382000e-01
19,Train,1.564286e+00,4.272600e-01
19,Test,1.502015e+00,4.488000e-01
20,Train,1.560511e+00,4.309600e-01
20,Test,1.490067e+00,4.527000e-01
21,Train,1.546214e+00,4.335600e-01
21,Test,1.477754e+00,4.548000e-01
22,Train,1.536907e+00,4.387400e-01
22,Test,1.469700e+00,4.583000e-01
23,Train,1.531920e+00,4.399200e-01
23,Test,1.472917e+00,4.584000e-01
24,Train,1.526850e+00,4.432000e-01
24,Test,1.452131e+00,4.667000e-01
25,Train,1.517125e+00,4.495600e-01
25,Test,1.455352e+00,4.637000e-01
26,Train,1.510010e+00,4.500400e-01
26,Test,1.439046e+00,4.693000e-01
27,Train,1.500610e+00,4.537000e-01
27,Test,1.445244e+00,4.711000e-01
28,Train,1.498599e+00,4.538600e-01
28,Test,1.433008e+00,4.765000e-01
29,Train,1.489832e+00,4.578200e-01
29,Test,1.424976e+00,4.770000e-01
30,Train,1.481813e+00,4.618800e-01
30,Test,1.422265e+00,4.818000e-01
31,Train,1.479807e+00,4.617200e-01
31,Test,1.418061e+00,4.831000e-01
32,Train,1.476717e+00,4.619800e-01
32,Test,1.428328e+00,4.796000e-01
33,Train,1.463774e+00,4.679800e-01
33,Test,1.392148e+00,4.944000e-01
34,Train,1.463610e+00,4.694800e-01
34,Test,1.406294e+00,4.850000e-01
35,Train,1.454076e+00,4.725400e-01
35,Test,1.386505e+00,4.958000e-01
