epoch,mode,loss,accuracy
1,Train,2.294905e+00,1.385800e-01
1,Test,2.242053e+00,1.664000e-01
2,Train,2.168124e+00,1.844800e-01
2,Test,2.084813e+00,2.238000e-01
3,Train,2.063875e+00,2.162000e-01
3,Test,1.969073e+00,2.656000e-01
4,Train,1.973800e+00,2.446400e-01
4,Test,1.893898e+00,2.819000e-01
5,Train,1.906406e+00,2.719400e-01
5,Test,1.828559e+00,3.052000e-01
6,Train,1.859730e+00,2.936800e-01
6,Test,1.784734e+00,3.287000e-01
7,Train,1.815434e+00,3.155200e-01
7,Test,1.743874e+00,3.499000e-01
8,Train,1.779310e+00,3.332200e-01
8,Test,1.730938e+00,3.478000e-01
9,Train,1.749951e+00,3.461800e-01
9,Test,1.684145e+00,3.654000e-01
10,Train,1.718702e+00,3.556000e-01
10,Test,1.655154e+00,3.787000e-01
11,Train,1.696638e+00,3.624600e-01
11,Test,1.652729e+00,3.697000e-01
12,Train,1.685100e+00,3.680600e-01
12,Test,1.633469e+00,3.860000e-01
13,Train,1.667839e+00,3.762600e-01
13,Test,1.610830e+00,3.916000e-01
14,Train,1.653549e+00,3.855400e-01
14,Test,1.605783e+00,3.959000e-01
15,Train,1.643697e+00,3.853800e-01
15,Test,1.597302e+00,4.016000e-01
16,Train,1.633990e+00,3.914600e-01
16,Test,1.580497e+00,4.060000e-01
17,Train,1.633753e+00,3.925200e-01
17,Test,1.575537e+00,4.047000e-01
18,Train,1.619011e+00,3.996400e-01
18,Test,1.566820e+00,4.136000e-01
19,Train,1.605104e+00,4.073000e-01
19,Test,1.555606e+00,4.154000e-01
20,Train,1.595353e+00,4.067000e-01
20,Test,1.548359e+00,4.137000e-01
21,Train,1.594055e+00,4.080400e-01
21,Test,1.552086e+00,4.173000e-01
22,Train,1.588642e+00,4.100600e-01
22,Test,1.541049e+00,4.191000e-01
23,Train,1.575135e+00,4.139400e-01
23,Test,1.527306e+00,4.238000e-01
24,Train,1.567313e+00,4.169200e-01
24,Test,1.528101e+00,4.244000e-01
25,Train,1.563029e+00,4.201000e-01
25,Test,1.524970e+00,4.198000e-01
26,Train,1.558180e+00,4.217000e-01
26,Test,1.511399e+00,4.298000e-01
27,Train,1.549319e+00,4.241400e-01
27,Test,1.506795e+00,4.322000e-01
28,Train,1.537970e+00,4.307800e-01
28,Test,1.492918e+00,4.364000e-01
29,Train,1.538518e+00,4.308400e-01
29,Test,1.490554e+00,4.416000e-01
30,Train,1.527856e+00,4.359000e-01
30,Test,1.478747e+00,4.463000e-01
31,Train,1.518932e+00,4.376600e-01
31,Test,1.474598e+00,4.454000e-01
32,Train,1.510331e+00,4.423600e-01
32,Test,1.458967e+00,4.537000e-01
33,Train,1.507052e+00,4.443800e-01
33,Test,1.468641e+00,4.566000e-01
34,Train,1.493719e+00,4.470200e-01
34,Test,1.444915e+00,4.601000e-01
35,Train,1.486692e+00,4.537400e-01
35,Test,1.432587e+00,4.666000e-01
36,Train,1.478762e+00,4.547200e-01
36,Test,1.428196e+00,4.699000e-01
37,Train,1.478909e+00,4.545400e-01
37,Test,1.424121e+00,4.691000e-01
38,Train,1.466972e+00,4.580800e-01
38,Test,1.426331e+00,4.709000e-01
39,Train,1.454775e+00,4.655800e-01
39,Test,1.400326e+00,4.801000e-01
40,Train,1.444610e+00,4.697400e-01
40,Test,1.390901e+00,4.811000e-01
41,Train,1.438754e+00,4.721800e-01
41,Test,1.389108e+00,4.884000e-01
42,Train,1.424735e+00,4.775000e-01
42,Test,1.386510e+00,4.841000e-01
43,Train,1.420391e+00,4.757600e-01
43,Test,1.375196e+00,4.887000e-01
44,Train,1.415325e+00,4.781200e-01
44,Test,1.366212e+00,4.916000e-01
45,Train,1.402391e+00,4.862400e-01
45,Test,1.359442e+00,4.927000e-01
46,Train,1.393301e+00,4.898200e-01
46,Test,1.346448e+00,5.004000e-01
47,Train,1.389193e+00,4.906000e-01
47,Test,1.334976e+00,5.061000e-01
48,Train,1.386686e+00,4.926400e-01
48,Test,1.330867e+00,5.062000e-01
49,Train,1.378261e+00,4.963600e-01
49,Test,1.330959e+00,5.093000e-01
50,Train,1.370134e+00,4.981400e-01
50,Test,1.317632e+00,5.092000e-01
